2,0,0,0,1,0,0,1,0,-1,1
4,16,0,0.030162413,0,0,0,-1,0,1,0
1,30,1,0,1,0,0,1,1,-1,1
1,0,0,1,0,1,0,-1,1,-1,1
2,0,0,0.0641025641,0.0192307692,0,0,1,0,1,0
0,0,0,0.9230769231,0,1,0,1,-1,-1,1
0,10,0,0.2142857143,0,0,0,1,1,1,0
0,8,0,0,0.0243902439,0,0,1,0,1,0
0,8,0,0.2142857143,0,0,1,0,0,1,0
13,5,0,0.395480226,0.0960451977,0,0,1,0,0,0
0,0,0,1,0,1,0,1,0,-1,1
1,11,0,0.1130434783,0.6173913043,1,0,0,1,-1,1
5,8,0,0.2395833333,0.0208333333,0,0,0,0,1,0
9,14,0,0.2356687898,0.0318471338,0,1,1,0,1,0
0,0,0,0,0,0,0,1,0,1,0
7,6,0,0.2098765432,0.049382716,0,0,0,0,1,0
0,0,0,0.6764705882,0,0,0,1,1,-1,0
0,0,0,0,0,0,0,1,1,1,1
1,0,0,0.1328125,0.0390625,0,1,-1,-1,1,0
1,4,0,0,1,0,0,1,1,-1,1
3,4,0,0.1715976331,0.0650887574,0,0,0,0,1,0
0,5,0,0.08,0,0,0,1,1,1,0
3,0,0,0,0.0105263158,0,0,1,1,1,0
1,0,0,1,0,1,0,-1,1,-1,1
1,0,0,0.0854700855,0.0085470085,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
1,0,1,0,0,0,0,1,1,1,1
0,10,0,0.1391304348,0.1217391304,1,0,1,1,1,1
1,7,0,0.062406015,0,0,0,-1,0,1,0
0,21,0,0,1,0,0,1,1,-1,1
1,20,0,0,1,0,0,1,1,-1,1
1,2,0,1,0,0,0,1,0,-1,1
0,0,0,0,1,0,0,1,1,-1,1
0,4,0,0.0603448276,0,0,0,1,1,1,0
1,0,0,0.1862745098,0.0392156863,0,0,1,0,1,0
0,4,0,0.2424242424,0,0,0,1,0,1,0
3,2,0,0.6486486486,0,0,1,1,1,0,0
0,4,0,0.0253164557,0.0632911392,0,1,-1,-1,1,0
5,2,1,0.1549295775,0.0281690141,0,0,0,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
2,0,0,0.2553191489,0,0,0,-1,0,1,0
0,0,2,0.7857142857,0,0,0,1,0,-1,1
1,42,3,0,0,0,0,1,1,1,1
0,0,0,0.0055370986,0.0110741971,0,0,1,0,1,0
1,3,0,0.020661157,0.4669421488,0,0,1,0,0,0
6,13,0,0.156133829,0.0520446097,0,0,0,0,1,0
0,0,0,1,0,0,0,1,0,-1,1
1,25,1,0,0,0,0,1,1,1,1
2,4,0,0.0063559322,0,0,1,1,0,1,0
2,6,0,0.0727272727,0.0454545455,0,0,1,0,1,0
0,7,0,0.0972222222,0,0,1,1,1,1,0
0,0,0,0.0588235294,0,0,1,1,1,1,0
3,3,0,0.096,0.008,0,1,1,0,1,0
0,10,0,0.65625,0,0,0,0,0,0,0
0,3,0,0.0666666667,0.8666666667,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,3,0,0,0,0,0,1,1,1,1
2,2,0,0.03930131,0.0305676856,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,10,0,0,0,1,0,1,1,1,1
3,1,0,0.0136363636,0.0090909091,0,0,1,0,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
0,14,0,0.1354166667,0.03125,0,0,0,0,1,0
10,7,0,0.0769230769,0.0683760684,0,0,1,0,1,0
7,8,0,0.0877192982,0.0877192982,0,0,-1,-1,1,0
7,7,0,0.0680147059,0.0165441176,0,1,-1,-1,1,0
0,2,0,0,1,1,0,-1,1,-1,1
23,0,0,0.0134228188,0.0604026846,0,0,1,0,1,0
1,20,0,0,1,0,0,1,1,-1,1
5,24,0,0.0555555556,0.9444444444,0,0,1,1,-1,1
8,7,0,0.36,0.016,0,1,1,0,0,0
0,2,0,0,1,1,0,-1,-1,-1,1
0,8,0,0.1666666667,0,0,0,1,1,1,0
0,0,0,0.0582959641,0.0269058296,0,0,1,0,1,0
1,2,1,0,0,1,0,0,-1,1,1
0,6,0,0.0555555556,0,0,0,1,-1,1,0
0,6,0,0.223880597,0.0149253731,0,1,-1,0,1,0
0,3,0,0,1,1,0,-1,-1,-1,1
0,3,0,0,1,0,0,1,1,-1,1
1,4,0,0.0350877193,0,0,0,-1,-1,1,0
15,17,0,0.119047619,0.0476190476,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
1,1,0,1,0,1,0,-1,-1,-1,1
0,24,0,0.7797833935,0.0252707581,0,0,-1,-1,-1,0
0,0,0,0,0,0,0,1,1,1,1
0,4,0,0.0597014925,0.07960199,0,0,1,1,1,0
1,0,0,0,0,0,0,1,1,1,1
0,5,0,0.0113989637,0,0,1,1,0,1,0
11,2,0,0.4545454545,0,0,0,0,1,0,0
0,0,1,0.8888888889,0.1111111111,0,0,1,1,-1,1
12,2,0,0.1764705882,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,0,0,1,0,1,0,1,0,-1,1
2,6,0,0.0084033613,0.0042016807,0,0,1,1,1,0
0,0,0,0.996978852,0.003021148,1,0,-1,-1,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,1,0,0,1,1,-1,1
0,0,0,0.0285714286,0.1428571429,0,0,1,1,1,0
0,4,0,0,0.024691358,0,1,1,-1,1,0
10,11,0,0.0306122449,0,0,0,1,0,1,0
5,2,0,0.1818181818,0.0101010101,0,0,-1,0,1,0
0,6,0,0.0588235294,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
2,26,0,1,0,0,0,1,1,-1,1
0,3,0,0,0,0,0,1,1,1,1
0,0,0,0,1,1,0,-1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
2,69,1,0,0,0,0,1,1,1,1
0,0,0,0.9230769231,0,1,0,1,-1,-1,1
0,0,0,0,1,0,0,1,1,-1,1
0,0,1,1,0,1,0,1,0,-1,1
0,45,0,0.375,0,1,0,-1,0,0,1
1,0,0,0.9230769231,0,1,0,1,-1,-1,1
4,4,0,0.03125,0.015625,0,0,1,0,1,0
0,0,0,0.1911764706,0.0294117647,0,0,0,0,1,0
2,10,0,0.6111111111,0,1,0,-1,0,0,0
4,0,0,0.0027777778,0.0444444444,0,0,1,0,1,0
2,55,1,0,0,0,0,1,1,1,1
1,0,0,0.9230769231,0,1,0,1,-1,-1,1
2,6,0,0.1383399209,0.0039525692,0,1,-1,0,1,0
2,8,0,0.25,0.015625,0,0,1,0,1,0
0,7,0,0.4458874459,0.0043290043,0,1,1,1,0,0
4,5,0,0.2352941176,0.0294117647,0,0,0,1,1,0
7,17,0,0.3986486486,0,0,0,-1,0,0,0
1,9,3,0.9183673469,0.0816326531,1,0,-1,-1,-1,1
6,0,0,0.0952380952,0.0119047619,0,1,1,0,1,0
11,25,0,0.5,0,1,0,-1,-1,0,1
1,0,0,0.9743589744,0,1,0,1,0,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,6,0,0.0168067227,0.1764705882,0,0,-1,-1,1,0
3,6,0,0.3428571429,0.0571428571,0,0,1,0,0,0
4,8,0,0.2391304348,0.0652173913,0,1,1,1,1,0
1,0,0,1,0,1,0,-1,-1,-1,1
0,5,0,0.5,0,0,0,1,0,0,0
1,0,1,1,0,1,0,0,-1,-1,1
5,0,0,0.1,0.05,0,0,1,1,1,0
0,18,0,0,1,1,0,-1,1,-1,1
0,0,0,1,0,1,0,1,-1,-1,1
1,0,0,0,0,0,0,1,1,1,1
0,3,0,0.2432432432,0,0,0,0,1,1,0
1,8,1,0.3157894737,0,0,0,1,1,0,0
0,4,0,0,0,0,1,1,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
3,3,0,0.0033806626,0.0027045301,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
1,11,0,0,0,0,0,-1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,0,0,1,0,1,0,-1,-1,-1,1
1,0,0,0,0,0,0,1,1,1,1
6,8,0,0.1346153846,0,0,0,-1,-1,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
0,0,1,1,0,1,0,-1,-1,-1,1
1,21,0,0,0,0,0,1,1,1,1
1,0,0,0,0,1,0,1,1,1,1
6,4,0,0.0701754386,0,0,0,0,0,1,0
0,0,0,0.9230769231,0,1,0,1,-1,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,4,0,0.1666666667,0,0,0,-1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,1,0,0,1,0,-1,1
0,0,0,0.018134715,0.0336787565,0,0,1,0,1,0
4,6,0,0.2242424242,0.0060606061,0,0,1,0,1,0
9,33,0,0.0666666667,0,0,0,1,0,1,0
1,2,0,1,0,0,0,1,0,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,9,0,0.375,0,1,0,1,0,0,1
0,0,0,0.2359550562,0.0224719101,0,0,0,0,1,0
0,0,0,0.9230769231,0,1,0,1,-1,-1,1
5,8,0,0.0579710145,0.0072463768,0,0,0,0,1,0
12,8,0,0.1403508772,0.0175438596,0,0,-1,0,1,0
4,16,0,0.023255814,0,0,1,1,0,1,0
2,19,0,0.3576923077,0,0,1,-1,0,0,0
0,0,0,1,0,0,0,1,0,-1,1
1,0,0,1,0,1,0,-1,-1,-1,1
1,0,0,0.3177570093,0.0373831776,0,0,-1,1,0,0
0,6,2,0,1,0,0,1,1,-1,1
1,15,0,0,0,0,0,1,1,1,0
11,9,0,0.1515151515,0.0606060606,0,1,-1,0,1,0
1,17,0,0.375,0,0,0,-1,0,0,0
5,8,0,0.075,0,0,1,0,0,1,0
0,0,0,0.0492957746,0.014084507,0,1,1,1,1,0
1,0,1,0,0,0,0,1,1,1,1
13,7,0,0,0.0714285714,0,0,1,0,1,0
8,9,0,0.1276595745,0,0,0,-1,-1,1,0
5,1,0,0,0,0,0,1,0,1,1
1,0,0,0.0705128205,0.0384615385,0,0,0,0,1,0
0,0,1,0,0,0,0,1,-1,1,1
2,0,0,0.0434782609,0,0,0,0,-1,1,0
5,0,0,0,0.0227272727,0,0,1,0,1,0
1,0,0,0,1,0,0,1,1,-1,1
0,0,0,0.0666666667,0.8666666667,0,0,1,1,-1,1
0,12,0,0,0,0,0,-1,0,1,1
1,10,0,0.0722222222,0.05,0,0,0,0,1,0
1,0,0,0,0,0,0,1,1,1,1
0,5,0,0.18,0,0,0,1,1,1,0
0,10,0,0.8842105263,0,1,0,1,0,-1,0
3,1,0,0.0066225166,0.0066225166,0,0,1,1,1,0
1,5,0,0.1238095238,0,0,0,1,0,1,0
0,1,0,0.1046511628,0.023255814,0,0,1,0,1,0
0,18,0,0,0,0,0,1,1,1,1
0,10,0,1,0,1,0,-1,-1,-1,1
1,23,0,1,0,1,0,-1,-1,-1,1
2,7,0,0.1260504202,0,0,0,1,1,1,0
0,0,0,0,0,0,0,1,1,1,1
2,21,2,0,0,1,0,1,1,1,1
0,5,0,0,0.0114942529,0,0,1,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
3,8,0,0.2837837838,0.0135135135,0,1,1,0,1,0
0,5,0,0.14,0,0,0,1,1,1,0
1,13,2,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,1,1,1,1
0,5,0,0.2,0,0,0,1,1,1,0
0,8,0,0,0.0895522388,0,0,1,1,1,0
1,0,0,0.1747572816,0.0194174757,0,0,1,1,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
0,0,0,0.0666666667,0.1333333333,0,1,0,1,1,0
0,10,0,0,0,1,0,1,1,1,1
3,5,0,0.0157894737,0.0421052632,0,0,1,0,1,0
1,4,0,0.1363636364,0,0,0,1,1,1,0
0,74,0,0,0,0,0,-1,0,1,1
0,5,0,0.1714285714,0.1142857143,0,0,1,1,1,0
2,0,0,0.0148720999,0.003271862,0,0,-1,-1,1,0
2,0,0,1,0,1,0,-1,-1,-1,1
1,3,0,0.0833333333,0.9166666667,1,0,1,-1,-1,1
8,6,0,0.3636363636,0.0181818182,0,0,-1,0,0,0
0,12,0,0,1,1,0,1,1,-1,1
2,0,0,0.7,0.05,1,0,1,-1,-1,0
0,4,0,0,1,0,0,1,1,-1,1
1,0,0,0.9230769231,0,1,0,1,-1,-1,1
0,3,0,0.0438596491,0,0,0,1,0,1,0
0,0,0,0,0.1111111111,0,0,1,1,1,1
3,10,0,0.1320754717,0,0,0,1,0,1,0
5,8,0,0.2385786802,0.0101522843,0,0,-1,-1,1,0
1,0,0,0,0,0,0,1,1,1,0
4,6,0,0.1307692308,0.0769230769,0,0,1,1,1,0
0,0,0,0,0,1,0,1,1,1,1
0,0,0,0,0,0,0,1,1,1,1
0,3,0,0,0.1538461538,0,0,1,0,1,0
5,0,0,0.3164556962,0.4050632911,0,1,1,0,-1,0
0,0,0,0.1136363636,0.0284090909,0,0,1,0,1,0
6,1,0,0.0567375887,0,0,0,1,0,1,0
0,11,0,0.0666666667,0,0,0,0,0,1,0
1,0,0,1,0,1,0,-1,-1,-1,1
0,0,0,0.231884058,0.0086956522,0,0,-1,0,1,0
0,0,0,0,0,0,0,-1,0,1,0
0,20,0,0.0988372093,0,0,0,1,0,1,0
5,5,0,0,0,0,0,1,-1,1,0
2,0,0,0.05,0,0,0,1,0,1,0
11,3,0,0.3555555556,0,0,0,1,0,0,0
5,20,0,0.0555555556,0.9444444444,0,0,1,1,-1,1
0,0,0,0,1,0,0,-1,0,-1,1
0,6,0,0.0793650794,0.1746031746,0,0,0,0,1,0
0,0,0,0,0,0,0,1,1,1,1
12,17,0,0.1727272727,0.0363636364,0,0,1,0,1,0
0,0,2,0.7857142857,0,0,0,1,0,-1,1
0,0,0,1,0,1,0,-1,-1,-1,1
0,0,1,0.0902255639,0.007518797,0,0,1,0,1,0
0,8,0,0,0,0,0,1,0,1,0
0,0,0,0,0.2,0,0,1,1,1,1
6,6,0,0.056768559,0.0305676856,0,0,1,0,1,0
1,19,0,0,1,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
1,7,0,0,1,0,0,1,1,-1,1
10,9,0,0.0158730159,0.0158730159,0,0,-1,0,1,0
2,3,0,0,0,0,0,-1,0,1,0
0,0,0,0,1,1,0,-1,1,-1,1
13,3,0,0.0552995392,0.0276497696,0,0,-1,0,1,0
0,0,0,0.1379310345,0.1034482759,0,0,0,0,1,0
0,0,0,0.141509434,0,0,0,1,0,1,0
0,0,0,1,0,1,0,-1,-1,-1,1
3,5,0,0.0476190476,0,0,1,1,0,1,0
1,0,0,0.0281690141,0.046277666,0,0,1,0,1,0
0,6,2,0,1,0,0,1,1,-1,1
0,0,0,0.2019230769,0.0096153846,0,0,1,0,1,0
2,0,0,0.2,0.8,0,1,1,0,-1,1
11,25,0,0.5,0,1,0,-1,-1,0,1
8,4,0,0,0,1,0,0,-1,1,0
0,0,1,0,0,1,0,1,1,1,1
5,8,0,0.2849462366,0.0322580645,0,0,-1,-1,0,0
1,22,1,0,0,0,0,1,1,1,1
3,0,0,1,0,1,0,-1,-1,-1,1
1,4,0,0,0,0,0,1,1,1,1
0,0,0,0.1,0.15,0,0,1,0,1,0
1,24,1,0,1,0,0,1,1,-1,1
0,4,0,0.04,0,0,0,0,-1,1,0
4,23,1,0.6666666667,0,1,0,1,-1,0,1
1,0,0,0,1,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,-1,1,1
1,29,1,0,0,0,0,1,0,1,1
2,0,0,0,0,0,0,-1,0,1,0
0,0,0,0.0315186246,0.0200573066,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
6,0,0,0.0696202532,0.0886075949,0,0,1,1,1,0
5,7,0,0.140077821,0.0505836576,0,0,1,0,1,0
0,0,0,0.0224719101,0.0112359551,0,0,1,0,1,0
0,0,0,0.3277777778,0.0185185185,0,0,-1,0,0,0
0,3,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,1,1,1,1
0,13,0,0.64,0.12,1,1,-1,-1,-1,0
0,8,0,0.0974025974,0,0,0,0,0,1,0
0,0,1,0.8888888889,0.1111111111,0,0,1,1,-1,1
4,7,0,0.0487804878,0.0975609756,0,0,1,0,1,0
0,7,0,0.1111111111,0,0,0,1,0,1,0
4,2,0,0.4111111111,0,0,0,1,0,0,0
0,0,0,0.9,0.1,1,0,-1,-1,-1,1
0,0,0,0.1,0.7,0,0,1,1,-1,1
0,7,0,0.1947743468,0,0,1,1,0,1,0
5,8,0,0.0643564356,0.004950495,0,0,0,0,1,0
8,8,0,0.3138686131,0.0437956204,0,1,0,0,0,0
5,4,0,0.1923076923,0.125,0,1,-1,0,0,0
0,0,2,0.75,0.125,0,0,1,0,-1,1
1,0,0,0.2105263158,0.0350877193,0,0,-1,-1,1,0
0,0,0,0.0454545455,0,0,0,1,1,1,0
4,0,0,0.1911764706,0.0220588235,0,1,1,0,1,0
8,6,0,0.2857142857,0,0,0,1,0,1,0
2,8,0,0.0941176471,0.0352941176,0,0,1,0,1,0
0,4,0,0.9333333333,0,1,0,1,-1,-1,1
0,2,0,1,0,1,0,-1,0,-1,1
0,0,0,0,0,0,0,1,1,1,1
0,7,0,0,1,0,0,1,1,-1,1
0,0,0,0,0,0,0,1,1,1,1
1,15,0,1,0,1,0,-1,-1,-1,1
6,8,0,0.0846560847,0,0,0,1,0,1,0
4,5,0,0.0388059701,0.0119402985,0,1,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
5,9,0,0.191011236,0,0,0,1,0,1,0
0,0,0,0.1053811659,0.0089686099,0,0,-1,0,1,0
7,8,1,0.2333333333,0,0,1,-1,-1,1,0
7,7,0,0.0690909091,0.0363636364,0,1,-1,-1,1,0
2,0,0,0.0073800738,0.0073800738,0,1,1,1,1,0
0,0,0,0,0,0,0,1,1,1,1
0,9,0,0.4324324324,0,0,1,1,1,0,0
0,0,0,0.1,0.05,0,0,1,1,1,0
4,4,0,0.1139240506,0.0126582278,0,0,-1,0,1,0
6,2,0,0.1333333333,0.1047619048,0,1,-1,-1,1,0
0,1,0,0,0,0,0,1,1,1,1
1,6,0,0,0,1,0,1,1,1,1
0,0,0,0.0588235294,0.0294117647,0,0,1,1,1,0
4,0,0,0.1234567901,0.024691358,0,0,0,0,1,0
0,1,0,0,0,0,0,1,1,1,1
5,21,0,0.0555555556,0.9444444444,0,0,1,1,-1,1
6,5,0,0.0164271047,0,0,0,1,0,1,0
9,1,0,0.1463414634,0.0243902439,0,0,1,0,1,0
5,0,0,0.2708333333,0.25,0,0,-1,0,0,0
3,0,0,0.2142857143,0,0,1,-1,0,1,0
2,36,2,0,0,0,0,1,1,1,1
0,6,0,0.3409090909,0,0,0,0,0,0,0
0,1,0,0.7777777778,0.2222222222,0,0,1,0,-1,1
0,14,0,0,0,0,0,1,1,1,0
11,1,0,0.4456521739,0,0,0,-1,0,0,0
0,2,0,1,0,1,0,-1,-1,-1,1
1,21,2,0,0,0,0,1,0,1,1
0,0,0,0.9230769231,0,1,0,1,-1,-1,1
0,0,0,0.6,0,0,0,1,1,0,0
0,4,0,0,1,0,0,1,1,-1,1
0,0,0,1,0,1,0,-1,-1,-1,1
0,0,0,0.0869565217,0.0869565217,0,0,1,0,1,0
0,5,0,0.2857142857,0,0,0,0,-1,1,0
3,0,0,0.0948275862,0.025862069,0,0,1,0,1,0
3,6,0,0.3703703704,0.0740740741,0,1,1,1,0,0
0,0,0,0.3,0.0666666667,0,0,1,0,0,0
4,2,0,0.5,0,0,0,0,0,0,0
0,0,0,1,0,1,0,-1,-1,-1,1
1,4,0,0,0,0,0,1,-1,1,1
6,7,0,0.0666666667,0.0095238095,0,0,1,1,1,0
1,0,0,1,0,1,0,-1,-1,-1,1
0,5,0,0.2222222222,0,0,0,1,0,1,0
0,4,0,0.2509960159,0,0,1,-1,-1,1,0
8,8,0,0.0330578512,0.0082644628,0,1,1,0,1,0
1,1,0,0,1,0,0,1,1,-1,1
5,23,0,0.0555555556,0.9444444444,0,0,1,1,-1,1
1,0,0,0,0,0,0,1,0,1,1
1,10,0,0.1428571429,0,0,0,-1,-1,1,1
0,0,0,0.0909090909,0,0,0,1,1,1,1
0,29,0,1,0,1,0,1,1,-1,1
0,10,0,0,1,1,0,-1,1,-1,1
1,2,0,0.9,0.1,1,0,-1,-1,-1,1
1,0,0,0.0335195531,0.0223463687,0,0,1,0,1,0
0,9,1,0.375,0,1,0,1,0,0,1
1,0,0,0.75,0,0,0,1,1,-1,1
0,1,0,1,0,1,0,-1,1,-1,1
0,8,0,0,1,0,0,1,1,-1,1
1,1,0,0.0924855491,0,0,0,0,0,1,0
0,51,1,0,0,0,0,1,1,1,1
0,0,0,0.0705128205,0.0128205128,0,0,1,0,1,0
2,4,1,0.9166666667,0,1,0,0,0,-1,1
0,0,1,0,0,0,0,1,1,1,1
2,0,0,0.9230769231,0,1,0,1,-1,-1,1
2,0,0,0.0930232558,0.3720930233,1,0,-1,-1,0,0
2,8,0,0.2702702703,0,0,1,-1,0,1,0
0,5,0,0.4750402576,0,0,1,-1,0,0,0
5,0,0,0.0864864865,0.0216216216,0,0,1,0,1,0
0,15,1,0.2058823529,0,0,0,1,0,1,0
5,18,0,0.0555555556,0.9444444444,0,0,1,1,-1,1
0,0,1,1,0,0,0,1,1,-1,1
1,0,0,0.9090909091,0,0,0,1,1,-1,1
0,0,0,0.0534351145,0.0076335878,0,1,1,0,1,0
1,0,1,0,0,1,0,-1,-1,1,1
0,7,0,0.05,0,0,0,1,1,1,0
0,21,1,0,0.5,0,0,-1,0,0,1
0,5,0,0,0,0,0,1,1,1,1
0,0,0,0.9230769231,0,1,0,1,-1,-1,1
5,0,0,0.5555555556,0.0555555556,0,1,1,1,0,0
1,0,0,0.5263157895,0,0,1,-1,0,0,0
0,5,0,0.3414634146,0,0,1,1,0,0,0
10,0,0,0.1627906977,0.023255814,0,1,0,1,1,0
3,0,0,0.2352941176,0.0470588235,0,0,1,0,1,0
1,0,0,0,1,0,0,1,1,-1,1
0,0,0,0,1,1,0,-1,-1,-1,1
0,0,0,0,0,0,0,1,1,1,1
1,74,0,0,0,0,0,-1,0,1,1
1,0,0,0.9230769231,0,1,0,1,-1,-1,1
0,11,0,0,0,1,0,1,0,1,1
0,13,0,1,0,1,0,1,1,-1,1
0,0,0,0.8666666667,0.1333333333,0,1,1,0,-1,1
3,0,0,0.1818181818,0.8181818182,1,0,-1,-1,-1,1
2,10,0,0,0,0,0,1,0,1,0
15,0,0,0,0,0,0,1,0,1,0
17,12,0,0.1722222222,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,0,0,0.0699300699,0.1538461538,0,0,1,1,1,0
0,5,0,0,0,0,0,1,1,1,0
0,8,0,0.0204081633,0,0,0,1,1,1,0
1,0,0,0,1,0,0,1,1,-1,1
2,0,0,0.2210526316,0.0421052632,0,0,1,0,1,0
10,1,0,0.1296296296,0,0,0,1,1,1,0
0,43,1,0.375,0,1,0,1,0,0,1
0,22,0,0.9090909091,0.0909090909,0,0,1,0,-1,1
0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,1,1,1,1
0,4,0,0,0,1,0,-1,-1,1,1
0,0,0,0.0238095238,0,0,0,-1,0,1,0
6,6,0,0.1557377049,0,0,0,-1,-1,1,0
1,0,0,0.0416666667,0,0,0,1,0,1,0
2,0,0,0.0923076923,0.0923076923,0,0,1,0,1,0
0,0,0,0,1,0,0,1,1,-1,1
0,0,0,0.0219298246,0.0394736842,0,0,0,-1,1,0
15,6,0,0.1813471503,0.0051813472,0,0,0,0,1,0
2,0,0,1,0,1,0,-1,-1,-1,1
8,8,0,0.1428571429,0.0510204082,0,0,1,0,1,0
0,2,0,0.0311111111,0,0,1,1,1,1,0
1,0,0,0.3962264151,0,0,1,1,0,0,0
9,5,0,0.2121212121,0.0303030303,0,0,0,0,1,0
0,9,0,0.0057636888,0,0,0,1,0,1,0
0,0,0,0,0,0,0,1,1,1,1
0,9,1,0.375,0,1,0,1,0,0,1
0,0,0,0,0,0,0,1,1,1,1
0,8,0,0.4871794872,0,0,0,-1,0,0,0
0,17,0,0.1081081081,0,0,0,0,-1,1,0
1,0,0,0.4285714286,0,0,0,0,1,0,0
3,10,0,0.0693069307,0,0,1,1,0,1,0
1,1,0,0,1,0,0,1,1,-1,1
0,3,0,0.16,0.16,0,0,1,1,0,0
2,0,0,0.064516129,0,0,0,1,0,1,0
0,4,0,0,0,0,0,1,1,1,1
23,5,0,0.5298013245,0,0,0,0,0,0,0
0,0,0,0.6470588235,0,0,0,-1,0,0,0
4,17,0,0.1518987342,0.0126582278,0,0,1,1,1,0
0,5,0,0,0,0,0,1,1,1,0
0,0,0,0,0.1666666667,0,0,1,1,1,0
0,0,0,0,0.0290697674,0,0,-1,0,1,0
0,5,0,0,0,0,0,1,1,1,1
2,0,0,0.0163934426,0.2295081967,0,0,1,0,1,0
3,8,0,0.3714285714,0,0,0,-1,-1,0,0
12,9,0,0.2272727273,0.0303030303,0,0,-1,0,1,0
1,22,0,0,1,0,0,1,1,-1,1
7,0,0,0.1753246753,0.0194805195,0,1,-1,0,1,0
0,4,0,0.0212765957,0.0212765957,0,0,1,-1,1,0
0,0,1,0.9722222222,0.0277777778,0,0,1,0,-1,1
6,9,0,0.3725490196,0,0,0,0,0,0,0
1,15,0,0.0105263158,0,0,1,0,1,1,0
5,0,0,0.1947368421,0.0052631579,0,0,-1,0,1,0
0,0,1,0,1,0,0,1,1,-1,1
5,6,0,0.2631578947,0.0315789474,0,1,-1,0,1,0
0,5,0,1,0,1,0,-1,-1,-1,1
